Topic,Sub-Category,Title,Volume,Author,Abstract,Keywords,Fdist,Hapaxes
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biodiversity data of gelatinous macrozooplankton: Quantitative assessment and distribution pattern in the southern and central North Sea during August 2018,"Data in BriefAvailable online 9 July 2019, 104186In Press, Accepted ManuscriptWhat are Accepted Manuscript articles?",ChristineGawinskiabBastianHuweraPeterMunkaCorneliaJaspersab,"This article describes the biodiversity of gelatinous macrozooplankton and presents quantitative field data on their community composition and distribution pattern in the North Sea during August 2018. The data set consists of jellyfish and comb jelly species abundance estimates which are based on sampling at 62 stations in the central and southern North Sea covering Danish waters, the German Bight, waters off the Dutch coast as well as the western North Sea off the UK coast and the central North Sea. The sampling gear was a 13 m long MIK-net (modified Methot Isaac Kidd net; Ø 2m, mesh size 1 mm, mesh size cod end 500 μm) deployed in double oblique hauls from the surface to 5 m above the sea floor. Samples were visually analysed for gelatinous macrozooplankton (>2 mm) using a light table. Samples were processed within 1 hour after catch. In total, 6239 gelatinous macrozooplankton specimen were caught. Spatial distribution pattern described in this article include the jellyfish species Aequorea sp., Aurelia aurita, Beroe sp., Chrysaora hysoscella, Clytia hemisphaerica, Cyanea capillata, Cyanea lamarckii, Eirene viridula, Leuckartiara octona, Melicertum octocostatum, Obelia sp. as well as the comb jelly species Mnemiopsis leidyi and Pleurobrachia pileus. Further, size frequency distributions of abundant taxa are provided together with a summary of abundances as well as average, maximum and minimum sizes of all species. This dataset has not previously been published and is of great value for comparison with other – and future - investigations of gelatinous macrozooplankton in the North Sea. The data were obtained during an internationally coordinated, standard fishery survey which is carried out annually (Quarter 3 – North Sea – International Bottom Trawl Survey – Q3 NS-IBTS). The gained information could be used as baseline for a monitoring of potential changes in gelatinous macrozooplankton abundances to address the long standing question if gelatinous zooplankton are on the rise due to climate change induced stressors.",Zooplanktonjellyfishcomb jellyctenphorejellyficationglobal change,"[('gelatinous', 6), ('North', 6), ('Sea', 6), ('macrozooplankton', 5), ('species', 4), ('data', 3), ('well', 3), ('size', 3), ('article', 2), ('distribution', 2)]","['describes', 'biodiversity', 'presents', 'quantitative', 'field', 'community', 'composition', 'August', '2018', 'set', 'consists', 'abundance', 'estimates', 'based', '62', 'stations', 'southern', 'covering', 'Danish', 'German', 'Bight', 'Dutch', 'western', 'UK', 'gear', '13', 'MIK-net', 'modified', 'Methot', 'Isaac', 'Kidd', 'net', 'Ø', '2m', 'cod', 'end', '500', 'μm', 'deployed', 'double', 'oblique', 'hauls', 'surface', 'sea', 'floor', 'visually', 'analysed', '>', '2', 'light', 'table', 'processed', 'within', 'hour', 'catch', 'total', '6239', 'specimen', 'caught', 'Spatial', 'described', 'include', 'Aequorea', 'Aurelia', 'aurita', 'Beroe', 'Chrysaora', 'hysoscella', 'Clytia', 'hemisphaerica', 'capillata', 'lamarckii', 'Eirene', 'viridula', 'Leuckartiara', 'octona', 'Melicertum', 'octocostatum', 'Obelia', 'sp', 'Mnemiopsis', 'leidyi', 'Pleurobrachia', 'pileus', 'Further', 'frequency', 'distributions', 'abundant', 'taxa', 'provided', 'together', 'summary', 'average', 'maximum', 'minimum', 'sizes', 'dataset', 'previously', 'published', 'great', 'value', 'comparison', 'future', '-', 'investigations', 'obtained', 'internationally', 'coordinated', 'standard', 'fishery', 'survey', 'carried', 'annually', 'Quarter', 'International', 'Bottom', 'Trawl', 'Survey', 'Q3', 'NS-IBTS', 'gained', 'information', 'baseline', 'monitoring', 'potential', 'changes', 'address', 'standing', 'question', 'zooplankton', 'rise', 'climate', 'change', 'induced', 'stressors']"
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Bleb Formation in Human Fibrosarcoma HT1080 Cancer Cell Line Is Positively Regulated by the Lipid Signalling Phospholipase D2 (PLD2),"Achievements in the Life SciencesVolume 10, Issue 2, December 2016, Pages 125-135",Godwin A.PonuweiPhil R.Dash1,"Blebs are spherical plasma membrane protrusions formed when the membrane detaches from the underlying cortex as a result of actomyosin contractility-powered increase of hydrostatic pressure in the cytoplasm. Different tumour cells metastasize using blebbing as alternative mode of migration by squeezing through pre-existing pores in the extracellular matrix (ECM). This study investigated the role of the lipid signalling phospholipases D1 and D2 (PLD1/PLD2) in bleb formation in human fibrosarcoma HT1080 cell line in the extracellular matrix, and reports that pharmacological inhibition of PLD1 and PLD2 with a potent universal PLD inhibitor potently inhibited bleb formation in HT1080 cells embedded in three-dimensional (3D) matrigel matrix. Use of smartpool small interfering RNAs (siRNAs) that target PLD1 and PLD2 isoforms at four different sequences revealed that PLD2, but not PLD1 is involved in blebbing of HT1080 cells. Furthermore, we demonstrate that PLD2-mediated bleb formation is via the PA-LPAR-Rho-ROCK signalling pathway. Thus, PLD2 is a promising therapeutic target in combating metastasis of cancers of fibrous connective tissues.",BlebsCancerCortexContractilityMembranePhospholipase D,"[('PLD2', 4), ('cells', 3), ('matrix', 3), ('bleb', 3), ('formation', 3), ('HT1080', 3), ('PLD1', 3), ('membrane', 2), ('blebbing', 2), ('extracellular', 2)]","['Blebs', 'spherical', 'plasma', 'protrusions', 'formed', 'detaches', 'underlying', 'cortex', 'result', 'actomyosin', 'contractility-powered', 'increase', 'hydrostatic', 'pressure', 'cytoplasm', 'Different', 'tumour', 'metastasize', 'alternative', 'mode', 'migration', 'squeezing', 'pre-existing', 'pores', 'ECM', 'study', 'investigated', 'role', 'lipid', 'phospholipases', 'PLD1/PLD2', 'human', 'fibrosarcoma', 'cell', 'line', 'reports', 'pharmacological', 'inhibition', 'potent', 'universal', 'PLD', 'inhibitor', 'potently', 'inhibited', 'embedded', 'three-dimensional', '3D', 'matrigel', 'Use', 'smartpool', 'small', 'interfering', 'RNAs', 'siRNAs', 'isoforms', 'four', 'different', 'sequences', 'revealed', 'involved', 'Furthermore', 'demonstrate', 'PLD2-mediated', 'PA-LPAR-Rho-ROCK', 'pathway', 'Thus', 'promising', 'therapeutic', 'combating', 'metastasis', 'cancers', 'fibrous', 'connective', 'tissues']"
Life Sciences,"Biochemistry, Genetics and Molecular Biology","Cardiopulmonary resuscitation (CPR) psychomotor skills of laypeople, as affected by training interventions, number of times trained and retention testing intervals: a dataset derived from a systematic review","Data in BriefAvailable online 9 July 2019, 104236In Press, Accepted ManuscriptWhat are Accepted Manuscript articles?",Riggs.MatthewaFranklin.RichardbSaylany.Luaa,"This article is a companion to a systematic review, entitled, Associations between cardiopulmonary resuscitation (CPR) knowledge, self-efficacy, training history and willingness to perform CPR and CPR psychomotor skills: a systematic review [1]. The data tables described in this article summarise the impact that specific training interventions, number of times trained, and retention testing intervals have on laypeople’s CPR psychomotor skills, as reported by peer-reviewed journal articles. The psychomotor skills included are: compression rate, compression depth, duration of interruptions to compressions, chest recoil, hand placement, proportion of adequate or ’correct’ compressions, ventilation volume, compression-to-ventilation ratio, duty cycle and overall skills. The data tables described in this article are available as a supplementary file to this article.",BlebsCancerCortexContractilityMembranePhospholipase D,"[('article', 4), ('CPR', 4), ('skills', 4), ('psychomotor', 3), ('’', 3), ('systematic', 2), ('review', 2), ('training', 2), ('data', 2), ('tables', 2)]","['companion', 'entitled', 'Associations', 'cardiopulmonary', 'resuscitation', 'knowledge', 'self-efficacy', 'history', 'willingness', 'perform', '1', 'summarise', 'impact', 'specific', 'interventions', 'number', 'times', 'trained', 'retention', 'testing', 'intervals', 'laypeople', 'reported', 'peer-reviewed', 'journal', 'articles', 'included', 'rate', 'depth', 'duration', 'interruptions', 'chest', 'recoil', 'hand', 'placement', 'proportion', 'adequate', 'correct', 'ventilation', 'volume', 'compression-to-ventilation', 'ratio', 'duty', 'cycle', 'overall', 'available', 'supplementary', 'file']"
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Data on binding of L-tryptophan and bovine serum albumin by novel gold nanoparticles capped with amphiphilic sulfonatomethylated calixresorcinarenes,"Data in BriefAvailable online 9 July 2019, 104241In Press, Accepted ManuscriptWhat are Accepted Manuscript articles?",Ya.V.ShalaevaabJu. E.MorozovaabA.M.ShumatbaevabI.R.NizameevcM.K.KadirovaI.S.Antipinab,"The data provided in this paper are associated with the data in the «Binding of L-tryptophan and bovine serum albumin by novel gold nanoparticles capped with amphiphilic sulfonatomethylated calixresorcinarenes» paper [1]. Here, we represent i) the characterization data of calixresorcinarenes capped gold nanoparticles obtained by TEM and Vis- and IR spectroscopy; ii) the data giving the information about the interaction of modified AuNPs with L-tryptophan and bovine serum albumin by dynamic light scattering, spectrophotometry and fluorescence spectroscopy.",amphiphilic сalixresorcinarenemacrocyclegold nanoparticleL-tryptophanbovine serum albumin,"[('data', 4), ('paper', 2), ('L-tryptophan', 2), ('bovine', 2), ('serum', 2), ('albumin', 2), ('gold', 2), ('nanoparticles', 2), ('capped', 2), ('calixresorcinarenes', 2)]","['provided', 'associated', '«', 'Binding', 'novel', 'amphiphilic', 'sulfonatomethylated', '»', '1', 'Here', 'represent', 'characterization', 'obtained', 'TEM', 'Vis-', 'IR', 'ii', 'giving', 'information', 'interaction', 'modified', 'AuNPs', 'dynamic', 'light', 'scattering', 'spectrophotometry', 'fluorescence']"
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Data on Drosophila clots and Hemocyte morphologies using GFP-tagged secretory proteins: Prophenoloxidase and Transglutaminase,"Data in BriefAvailable online 9 July 2019, 104229In Press, Accepted ManuscriptWhat are Accepted Manuscript articles?",AlexisDziedziechMartinSchmidBadrulArefinThomasKienzleRobertKrautzUlrichTheopold,"for further information seeInsect hemolymph coagulation: Kinetics of classically and non-classically secreted clotting factors [1]. The linked article demonstrates the localization of two secretory proteins in Drosophila melanogaster, Prophenoloxidase (PPO2) and Transglutaminase-A (Tg) in hemocytes as well the clot with different tissue-specific drivers. Here we provide further data for the usefulness of the GFP-tagged version of the two crosslinking enzymes that are involved in clot hardening. The morphology of crystal cells is described using PPO2::GFP rather than with the use of antibodies in ex vivo hemolymph preparations. The use of the GFP-tagged proteins PPO2 and Tg is shown in additional contexts.",Insect immunityinnate immunitynon-classical secretiontransglutaminaseprophenoloxidasecoagulationhemocytes,"[('PPO2', 3), ('hemolymph', 2), ('proteins', 2), ('Tg', 2), ('clot', 2), ('GFP-tagged', 2), ('information', 1), ('seeInsect', 1), ('coagulation', 1), ('Kinetics', 1)]","['information', 'seeInsect', 'coagulation', 'Kinetics', 'classically', 'non-classically', 'secreted', 'clotting', 'factors', '1', 'linked', 'article', 'demonstrates', 'localization', 'secretory', 'Drosophila', 'melanogaster', 'Prophenoloxidase', 'Transglutaminase-A', 'hemocytes', 'well', 'different', 'tissue-specific', 'drivers', 'Here', 'provide', 'data', 'usefulness', 'version', 'crosslinking', 'enzymes', 'involved', 'hardening', 'morphology', 'crystal', 'cells', 'described', ':GFP', 'rather', 'antibodies', 'ex', 'vivo', 'preparations', 'shown', 'additional', 'contexts']"
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Datasets evidencing research on classroom practice in L2 disciplinary writing,"Data in BriefAvailable online 9 July 2019, 104222In Press, Accepted ManuscriptWhat are Accepted Manuscript articles?",GodwinIoratim-Uba,"L2 writing in the disciplines at the university level can be impacted through classroom intervention which uses mixed pedagogical paradigms. In connection to such intervention, this data article presents two datasets, from a classroom practice, which evidence disciplinary writing acquisition. The first dataset consists of pre-and post-classroom intervention abstracts, written by L2 PhD students from different disciplines at a Sino-British University. The second dataset is made up of qualitative questionnaire responses from the students about their experiences of the classroom intervention. The datasets can be used to understand the nature of discourse-structural and linguistic feature changes which take place after pedagogical intervention involving mature learners from mixed disciplines. The data can also provide insight into the impact of classroom teaching approaches on the construction and communication of knowledge by novice writers in their disciplines.",Classroom interventionpedagogydatadisciplinary writing,"[('intervention', 5), ('disciplines', 4), ('classroom', 4), ('L2', 2), ('writing', 2), ('mixed', 2), ('pedagogical', 2), ('data', 2), ('datasets', 2), ('dataset', 2)]","['university', 'level', 'impacted', 'uses', 'paradigms', 'connection', 'article', 'presents', 'practice', 'evidence', 'disciplinary', 'acquisition', 'first', 'consists', 'pre-and', 'post-classroom', 'abstracts', 'written', 'PhD', 'different', 'Sino-British', 'University', 'second', 'made', 'qualitative', 'questionnaire', 'responses', 'experiences', 'understand', 'nature', 'discourse-structural', 'linguistic', 'feature', 'changes', 'take', 'place', 'involving', 'mature', 'learners', 'provide', 'insight', 'impact', 'teaching', 'approaches', 'construction', 'communication', 'knowledge', 'novice', 'writers']"
Life Sciences,"Biochemistry, Genetics and Molecular Biology","Extracellular/Circulating MicroRNAs: Release Mechanisms, Functions and Challenges","Achievements in the Life SciencesVolume 10, Issue 2, December 2016, Pages 175-186",Mahmodul HasanSohel,"MicroRNAs (miRNAs) are endogenously initiated, small non-coding RNAs and typically regulate the expression of mRNAs in post transcriptional level either via translational repression or mRNA degradation. Aberrant expression of miRNAs is observed in diverse disease and altered physiological states. Recently, it has been revealed that miRNAs are not only present in cells but also in extracellular milieu especially in different bio-fluids including blood plasma, follicular fluid and even in cell culture media. Such extracellular miRNAs (ECmiRNAs) are remarkably stable in the extracellular harsh environment with the presence of high RNAse activity. Although the precise mechanisms of release of cellular miRNAs to extracellular environment remain largely unknown, recent studies suggest that the expression of these ECmiRNAs can be associated with patho-physiological condition of an organism. Moreover, these ECmiRNAs may deliver to the recipient cells via certain pathways where they can regulate translational activity of target genes. This review will discuss the nature and stability of ECmiRNAs along with their release mechanisms. Furthermore, based on recent evidences, it also summarizes the possible function of these ECmiRNAs in distant cell-to-cell communication and the difficulties we may face during ECmiRNA research.",Extracellular miRNACirculating miRNAExosomesBiomarker,"[('miRNAs', 5), ('ECmiRNAs', 5), ('extracellular', 4), ('expression', 3), ('regulate', 2), ('translational', 2), ('cells', 2), ('environment', 2), ('activity', 2), ('mechanisms', 2)]","['MicroRNAs', 'endogenously', 'initiated', 'small', 'non-coding', 'RNAs', 'typically', 'mRNAs', 'post', 'transcriptional', 'level', 'either', 'repression', 'mRNA', 'degradation', 'Aberrant', 'observed', 'diverse', 'disease', 'altered', 'physiological', 'states', 'Recently', 'revealed', 'present', 'milieu', 'especially', 'different', 'bio-fluids', 'including', 'blood', 'plasma', 'follicular', 'fluid', 'even', 'cell', 'culture', 'media', 'Such', 'remarkably', 'stable', 'harsh', 'presence', 'RNAse', 'Although', 'precise', 'cellular', 'remain', 'largely', 'unknown', 'studies', 'suggest', 'associated', 'patho-physiological', 'condition', 'organism', 'Moreover', 'deliver', 'recipient', 'certain', 'pathways', 'target', 'genes', 'review', 'discuss', 'nature', 'stability', 'along', 'Furthermore', 'based', 'evidences', 'summarizes', 'possible', 'function', 'distant', 'cell-to-cell', 'communication', 'difficulties', 'face', 'ECmiRNA', 'research']"
Life Sciences,"Biochemistry, Genetics and Molecular Biology","Geological and geochemical characterizations of sediments in six borehole cores from the arsenic-contaminated aquifer of the Mekong Delta, Vietnam","Data in BriefAvailable online 11 July 2019, 104230In Press, Accepted ManuscriptWhat are Accepted Manuscript articles?",Dang ThuongHuyenaCarlito BaltazarTabelinbHuynh MinhThuanaDang HaiDangaaPhan ThiTruongaBanthasithVongphuthonecMasatoKobayashicToshifumiIgarashi toshifumi.eng.hokudai.ac.jpd,"The Mekong Delta, situated between Cambodia and Vietnam, is one of the most productive aquifer systems in the region. In recent years, however, several studies have shown that groundwater in several areas of the delta is highly contaminated with arsenic (As). Although more than 80% of the total area of the Mekong Delta is situated in Vietnam, most of the studies have been conducted on the Cambodian-side of the delta. In this study, borehole core samples were collected around the Tien and Hau rivers, the two main branches of the Mekong River as it enters Vietnam. We present a raw data collection of the chemical and mineralogical composition of distinct lithological features from six borehole core samples drilled up to a depth of 40 m. The data also include the pH, Eh, EC, As, Si, Al, DOC, dissolved heavy metals (Fe and Mn) and major coexisting ions of leachates obtained by leaching the 34 selected sediment samples in deionized water. The information provided in this paper would be useful as a baseline for reactive transport or geochemical modeling to understand and predict As migration in naturally contaminated aquifers under various conditions. For more insights, the reader is referred to our paper entitled “The solid-phase partitioning of arsenic in unconsolidated sediments of the Mekong Delta, Vietnam and its modes of release under various conditions” [1].",Extracellular miRNACirculating miRNAExosomesBiomarker,"[('Mekong', 4), ('Vietnam', 4), ('Delta', 3), ('samples', 3), ('situated', 2), ('several', 2), ('studies', 2), ('delta', 2), ('contaminated', 2), ('arsenic', 2)]","['Cambodia', 'productive', 'aquifer', 'systems', 'region', 'recent', 'years', 'however', 'shown', 'groundwater', 'areas', 'highly', 'Although', '80', 'total', 'area', 'conducted', 'Cambodian-side', 'study', 'collected', 'around', 'Tien', 'Hau', 'rivers', 'branches', 'River', 'enters', 'present', 'raw', 'collection', 'chemical', 'mineralogical', 'composition', 'distinct', 'lithological', 'features', 'six', 'drilled', 'depth', 'm.', 'include', 'pH', 'Eh', 'EC', 'Si', 'Al', 'DOC', 'dissolved', 'heavy', 'metals', 'Fe', 'Mn', 'major', 'coexisting', 'ions', 'leachates', 'obtained', 'leaching', '34', 'selected', 'sediment', 'deionized', 'water', 'information', 'provided', 'useful', 'baseline', 'reactive', 'transport', 'geochemical', 'modeling', 'understand', 'predict', 'migration', 'naturally', 'aquifers', 'For', 'insights', 'reader', 'referred', 'entitled', 'solid-phase', 'partitioning', 'unconsolidated', 'sediments', 'modes', 'release', '1']"
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Grip Strength and Impact on Cognitive Function in Healthy Kitchen Workers,"Achievements in the Life SciencesVolume 10, Issue 2, December 2016, Pages 168-174",Arbind KumarChoudharyaRekhaJiwanebTanwirAlamaSadawarte SahebraoKishanraoa,"BackgroundHand grip strength is often considered may predict cognitive functioning and has been established as associates of cognitive performance with individual differences in some particular cross-sectional studies. However, little is known about hand grip strength and cognitive performance in the elderly individuals, and it is not known whether changes in hand grip strength may be associated with preservation/decline in cognitive functioning.ObjectivesWe have studied the impact of hand grip strength on cognition function in healthy kitchen workers.MethodsParticipants (n = 90, age range: 25–40 years) randomly assigned in to two groups according to their nature of work: Group I-Control group (n = 47) - workers recruited for simple work such as dusting, cleaning dining tables and floor. Group II-Study group (n = 43) - workers recruited for firm work such as cooking large quantity of food, kneading dough, rolling chapattis, cut and sauté the vegetables and dish washing. For the analyses, we used at dominant and non- dominant hand; hand grip strength (HGS), reaction time task, sensory disability test (SDT) and cognitive function test (CFT) among both the groups.ResultWe observed that visual reaction time (VRT) and auditory reaction time (ART) were significantly improved in dominant hand of study group, when compare to control group; however it was comparable in non-dominant hand among both the groups. In addition to; among all control and study group female workers there was significant positive correlation between VRT & ART and significant negative correlation between at dominant hand HGS & VRT as well as between at dominant hand HGS & ART. We also observed that dominant hand HGS was a significant predictor of VRT and ART and however there was no any significant variation in body mass index (BMI), sensory disability test (SDT) and cognitive function test (CFT) among both groups.ConclusionWe found that muscle strength (as measured by hand grip strength) was associated with improved reaction time. Hence by using a simple muscle strength test; is one way of obtaining useful information for the development of nerve-muscle coordination. Increased handgrip strength would be associated with preservation of cognitive function.",CognitionGrip strengthReaction timeSensory test,"[('hand', 11), ('strength', 9), ('cognitive', 7), ('grip', 6), ('dominant', 6), ('group', 5), ('test', 5), ('function', 4), ('HGS', 4), ('reaction', 4)]","['BackgroundHand', 'often', 'considered', 'predict', 'functioning', 'established', 'associates', 'individual', 'differences', 'particular', 'cross-sectional', 'studies', 'However', 'little', 'elderly', 'individuals', 'whether', 'changes', 'preservation/decline', 'functioning.ObjectivesWe', 'studied', 'impact', 'cognition', 'healthy', 'kitchen', 'workers.MethodsParticipants', '90', 'age', 'range', 'years', 'randomly', 'assigned', 'according', 'nature', 'I-Control', 'dusting', 'cleaning', 'dining', 'tables', 'floor', 'II-Study', 'firm', 'cooking', 'large', 'quantity', 'food', 'kneading', 'dough', 'rolling', 'chapattis', 'cut', 'sauté', 'vegetables', 'dish', 'washing', 'For', 'analyses', 'non-', 'task', 'groups.ResultWe', 'visual', 'auditory', 'significantly', 'compare', 'comparable', 'non-dominant', 'addition', 'female', 'positive', 'negative', 'well', 'predictor', 'variation', 'body', 'mass', 'index', 'BMI', 'groups.ConclusionWe', 'measured', 'Hence', 'way', 'obtaining', 'useful', 'information', 'development', 'nerve-muscle', 'coordination', 'Increased', 'handgrip', 'preservation']"
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Hyperthermia: Role and Risk Factor for Cancer Treatment,"Achievements in the Life SciencesVolume 10, Issue 2, December 2016, Pages 161-167",SheetalJhaPramod KumarSharmaRishabhaMalviya,"Over the past decades, cancer is the major cause of incidence of death increasing every day. Different forms of tumor therapy including radiotherapy and chemotherapy are used to treat cancer. However, hyperthermia is the technique that neglects the use of chemicals or harmful radiations. The elevated body temperature can damage the cancerous cells with minimum injury to the normal cells. Successful therapy method in combination with radiation therapy and/or chemotherapy is provided to the cancer patient which proved to be beneficial to the patients. In this review, different studies of the clinical trials are reported on the patients with tumor and the therapy associated with it.",CEMcumulative equivalent minutesUSultrasoundEMElectromagneticDFSdisease-free survivalKeywordsCancer therapyHyperthermiaRadiotherapyChemotherapyTumor,"[('therapy', 4), ('cancer', 3), ('tumor', 2), ('chemotherapy', 2), ('cells', 2), ('patients', 2), ('decades', 1), ('major', 1), ('cause', 1), ('incidence', 1)]","['decades', 'major', 'cause', 'incidence', 'death', 'increasing', 'every', 'day', 'Different', 'forms', 'including', 'radiotherapy', 'treat', 'However', 'hyperthermia', 'technique', 'neglects', 'chemicals', 'harmful', 'radiations', 'elevated', 'body', 'temperature', 'damage', 'cancerous', 'minimum', 'injury', 'normal', 'Successful', 'method', 'combination', 'radiation', 'and/or', 'provided', 'patient', 'proved', 'beneficial', 'review', 'different', 'studies', 'clinical', 'trials', 'reported', 'associated']"
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Illumination of neural development by in vivo clonal analysis,"Cell RegenerationVolume 7, Issue 2, December 2018, Pages 33-39",MingruiXuabdJingjingWangadXizeGuoabdTingtingLiabdXiaKuangaQing-FengWuabc,"Single embryonic and adult neural stem cells (NSCs) are characterized by their self-renewal and differentiation potential. Lineage tracing via clonal analysis allows for specific labeling of a single NSC and tracking of its progeny throughout development. Over the past five decades, a plethora of clonal analysis methods have been developed in tandem with integration of chemical, genetic, imaging and sequencing techniques. Applications of these approaches have gained diverse insights into the heterogeneous behavior of NSCs, lineage relationships between cells, molecular regulation of fate specification and ontogeny of complex neural tissues. In this review, we summarize the history and methods of clonal analysis as well as highlight key findings revealed by single-cell lineage tracking of stem cells in developing and adult brains across different animal models.",In vivo clonal analysisLineage tracingNeural stem cellsNeural developmentNuclear brain structure,"[('cells', 3), ('clonal', 3), ('analysis', 3), ('adult', 2), ('neural', 2), ('stem', 2), ('NSCs', 2), ('tracking', 2), ('methods', 2), ('lineage', 2)]","['Single', 'embryonic', 'characterized', 'self-renewal', 'differentiation', 'potential', 'Lineage', 'tracing', 'allows', 'specific', 'labeling', 'single', 'NSC', 'progeny', 'throughout', 'development', 'five', 'decades', 'plethora', 'developed', 'tandem', 'integration', 'chemical', 'genetic', 'imaging', 'sequencing', 'techniques', 'Applications', 'approaches', 'gained', 'diverse', 'insights', 'heterogeneous', 'behavior', 'relationships', 'molecular', 'regulation', 'fate', 'specification', 'ontogeny', 'complex', 'tissues', 'review', 'summarize', 'history', 'well', 'highlight', 'key', 'findings', 'revealed', 'single-cell', 'developing', 'brains', 'across', 'different', 'animal']"
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Immuno‐MALDI MS DATASET for Improved Detection of HCVcoreAg in sera,"Data in BriefAvailable online 8 July 2019, 104240In Press, Accepted ManuscriptWhat are Accepted Manuscript articles?",Anna L.KayshevaaTatyana O.PleshakovaaAlexander A.StepanovaVadim S.ZiborovaShanmuga S.SaravanabhavanbBalasubramanianNatesanbAlexander I.ArchakovaYurii D.Ivanova,"Complicated and large-scale challenge the contemporary biomedical community faces are development of highly-sensitive analytical methods for detection of protein markers associated with development of pathogenic mechanisms [1,2]. The atomic force microscopy (AFM) method in combination with specific fishing is unique among other analytical protein detection approaches; it allows visualization and counting of single protein molecules [3-6]. The present dataset focus on mass spectrometry method for detection of human hepatitis C virus core antigen (HCV core Ag) taking into account the potential modification with cations in blood serum samples, using mica chips for the atomic force microscopy (AFM-chips). To conduct specific protein fishing, we used flat AFM-chips preliminary sensibilized with molecular probes – aptamers, which are single-stranded DNA sequences. In our study we used four types of aptamers up to 85 nucleotides specific against the target protein – HCVcoreAg [3,4]. Working (n=19) and control (n=11) AFM-chips with aptamers were preliminarily immobilized on the surface in four zones and incubated in blood serum samples (See Supplementary fig.1). Analysis of MS data regarding modification of marker protein peptides with Na+, K+, K2Cl+, and Na2Cl+ ions enables to enhance the reliability of target proteins detection in the serum thereby demonstrating a high diagnostic potential.",HCVcoreAgaptameratomic force microscopymass spectrometrybiospecific fishingMALDI-MS,"[('protein', 6), ('detection', 4), ('specific', 3), ('serum', 3), ('AFM-chips', 3), ('aptamers', 3), ('development', 2), ('analytical', 2), ('atomic', 2), ('force', 2)]","['Complicated', 'large-scale', 'challenge', 'contemporary', 'biomedical', 'community', 'faces', 'highly-sensitive', 'methods', 'markers', 'associated', 'pathogenic', 'mechanisms', '1,2', 'AFM', 'combination', 'unique', 'approaches', 'allows', 'visualization', 'counting', 'single', 'molecules', '3-6', 'present', 'dataset', 'focus', 'mass', 'spectrometry', 'human', 'hepatitis', 'C', 'virus', 'antigen', 'HCV', 'Ag', 'taking', 'account', 'cations', 'mica', 'chips', 'conduct', 'flat', 'preliminary', 'sensibilized', 'molecular', 'probes', 'single-stranded', 'DNA', 'sequences', 'study', 'types', '85', 'nucleotides', 'HCVcoreAg', '3,4', 'Working', 'n=19', 'control', 'n=11', 'preliminarily', 'immobilized', 'surface', 'zones', 'incubated', 'See', 'Supplementary', 'fig.1', 'Analysis', 'MS', 'data', 'regarding', 'marker', 'peptides', 'Na+', 'K+', 'K2Cl+', 'Na2Cl+', 'ions', 'enables', 'enhance', 'reliability', 'proteins', 'thereby', 'demonstrating', 'diagnostic']"
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Long non-coding RNAs in hematopoietic regulation,"Cell RegenerationVolume 7, Issue 2, December 2018, Pages 27-32",WeiqianLiabYueRenabYanminSiabFangWangabJiaYuab,"Long non-coding RNAs (lncRNAs) have crucial roles via tethering with DNA, RNA or protein in diverse biological processes. These lncRNA-mediated interactions enhance gene regulatory networks and modulate a wide range of downstream genes. It has been demonstrated that several lncRNAs act as key regulators in hematopoiesis. This review highlights the roles of lncRNAs in normal hematopoietic development and discusses how lncRNA dysregulation correlates with disease prognoses and phenotypes.",lncRNAsHematopoiesisLeukemia,"[('lncRNAs', 3), ('roles', 2), ('Long', 1), ('non-coding', 1), ('RNAs', 1), ('crucial', 1), ('tethering', 1), ('DNA', 1), ('RNA', 1), ('protein', 1)]","['Long', 'non-coding', 'RNAs', 'crucial', 'tethering', 'DNA', 'RNA', 'protein', 'diverse', 'biological', 'processes', 'lncRNA-mediated', 'interactions', 'enhance', 'gene', 'regulatory', 'networks', 'modulate', 'wide', 'range', 'downstream', 'genes', 'It', 'demonstrated', 'several', 'act', 'key', 'regulators', 'hematopoiesis', 'review', 'highlights', 'normal', 'hematopoietic', 'development', 'discusses', 'lncRNA', 'dysregulation', 'correlates', 'disease', 'prognoses', 'phenotypes']"
